Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
177,Javier has always asked his parents for a toy car.,"Unfortunately, the toy car isn't nearly as fun as he had imagined.",Javier finally receives the toy car. The toy car fails to meet expectations. The experience proves disappointing.,Javier finally receives the toy car. The toy car exceeds all expectations. The experience proves highly enjoyable.
178,My tutor was explaining a problem to me.,He walked away.,The tutor finished the explanation. The tutor needed to leave. The tutor departed from the student.,The tutor continued the lesson. The tutor remained with the student. The tutor stayed in place.
179,Zach placed powder into his friend's drink.,Zach told him that's what he gets for taking his money.,Zach's friend took Zach's money. Zach retaliated by contaminating the drink. Zach explained the action as justified.,The powder was a harmless supplement. Zach intended no malice with the act. The friend never took any money.
180,Ron found a seashell on the beach.,"The next day, someone grabbed it from him and ran away.",Ron kept the seashell overnight. A person took the seashell forcefully. That person fled the scene quickly.,Ron left the seashell on the beach. The seashell remained undisturbed overnight. No interaction occurred the next day.
181,Helena finally got the toy she had begged for for weeks.,Helena wasn't very satisfied with the exchange.,The toy may have been defective. The toy did not meet expectations. This led to dissatisfaction.,Getting a long-desired toy brings joy. The exchange fulfilled a strong wish. Satisfaction results from receiving it.
182,Ted was driving to work when a tire blew on his car.,Ted is no longer nervous about changing a tire on his car.,A tire blowout requires immediate roadside repair. Ted successfully changed the flat tire. This experience built confidence and reduced anxiety.,A tire blowout can be a stressful emergency event. Ted may have called for roadside assistance instead. This avoidance could reinforce existing nervousness.
183,Kelly was a new student at school.,The girls were actually nice.,New students often face initial judgment. Kelly discovered the girls' true nature. Their actions proved genuinely kind.,New students often face initial judgment. Kelly encountered consistent mean behavior. The girls' actions proved unfriendly.
184,Betty took a walk along the beach.,Betty took her new keepsake home to show her mother.,Betty found a keepsake on the beach. The keepsake was new. Betty brought it home for her mother.,Betty walked without finding anything. The beach had no items to collect. Betty returned home empty-handed.
185,Tammy went to the park with her brother.,After three hours they walked home hand in hand!,Tammy and her brother spent time at the park. Three hours passed at the location. Both walked home while holding hands.,Tammy and her brother went to the park. Three hours later they left separately. Both walked home without physical contact.
186,I woke up for work and couldn't find my shoes.,On the couch cushion I found my shoes and was able to go to work.,Searching common areas located the missing shoes. Shoes were discovered on the couch cushion. This discovery enabled going to work.,Searching common areas did not locate the missing shoes. Shoes remained unfound on the couch cushion. This prevented going to work.
187,Danny had grown up with dogs.,Danny and his wife picked a cat that they both liked.,Danny is comfortable with pets. Danny's wife prefers cats. The couple selected a mutual favorite cat.,Danny prefers dogs from childhood. Danny's wife also likes dogs. The couple chose a dog they both liked.
188,Mike was writing a report about guitars.,His teacher wrote that Wikipedia is a bad source.,Mike's teacher reviewed the report. The report used Wikipedia for information. The teacher wrote Wikipedia is a bad source.,Mike's teacher reviewed the report. The report used library books for information. The teacher wrote Wikipedia is a good source.
189,Jill loved to bargain hunt at thrift stores.,"Later, she learned that the bag was Chanel brand and worth thousands!",Jill found a bag at a thrift store. The bag was a genuine Chanel. The discovery revealed great value.,Jill found a bag at a thrift store. The bag was a common counterfeit. The item held little monetary value.
190,Harry and Peter were best friends.,"When Harry was convinced and left, Peter showed everyone his new cap!",Best friends share moments together. Harry's departure created an opportunity. Peter displayed a new cap to everyone.,Best friends often do things jointly. Harry left the gathering alone. Peter kept the new cap hidden.
191,Janie and Tom decided to go salsa dancing.,"She took over the whole class, and Tom was happy.",Janie excelled at salsa dancing. The instructor let Janie lead. Tom enjoyed the demonstration.,Janie felt nervous about dancing. The class proceeded normally. Tom felt disappointed.
192,The men played golf every Sunday morning.,It was a costly game for Frank this week.,Golf involves betting on games. Frank lost a significant bet. This resulted in a financial loss.,Frank always plays golf for free. He won a large prize this week. The game was financially beneficial.
193,When I was baby dolls were one of my favorite toys.,My dad went to look for it but it was gone and I was super sad.,A favorite doll became lost. The father searched for the doll. The missing doll caused sadness.,Baby dolls were favorite childhood toys. The toys remained safely stored. No search was needed for them.
194,The farmer planted a large garden for the town.,The town always looks forward to the yearly garden.,A large garden provides food and beauty. This becomes a yearly tradition. The town anticipates this event.,A large garden may fail or cause problems. This creates a yearly burden. The town dreads this event.
195,Sally was an artist at school.,Now Sally is famous for marker paintings!,Sally pursued art professionally. Sally specialized in marker paintings. Sally achieved widespread recognition.,Sally abandoned art after school. Sally pursued a different career entirely. Sally remains completely unknown.
196,John wanted to become a pro baseball player.,He ended up going to work for mcdonald's.,John failed to make the professional team. John needed a steady income quickly. John accepted a job at mcdonald's.,John trained rigorously for many years. John was drafted by a major league team. John achieved his professional baseball dream.
197,"For Mitch's birthday, his friend gave him a history book.",The inscription said that the friend hoped Matched liked the book.,A book gift often includes an inscription. The inscription expresses a hope. The hope is for Mitch to like the book.,Gifts do not always contain inscriptions. The inscription could be blank or generic. The inscription may not mention liking the book.
198,Barry loves bowling.,Barry was delighted with the new alley.,Barry enjoys bowling activities. New alleys enhance bowling experiences. Barry experienced delight.,Barry loves bowling. New alleys can have poor conditions. Barry felt disappointment.
199,Kali went to do her first video music video.,"She was so turned off, she turned around and left.",The music video set was disappointing. Kali felt immediate disgust. This caused an immediate departure.,The music video set was exciting. Kali felt immediate enthusiasm. This caused a committed participation.
200,It was high time to get started working out.,It felt great to get a workout in!,Starting exercise brings satisfaction. Completing physical activity improves mood. Endorphins create a positive feeling.,Starting exercise can be difficult. Physical activity sometimes causes discomfort. Exertion may lead to negative feelings.
201,My yard was becoming very sloppy.,"After I picked the weeds, the yard looked much better.",Weeds contributed to the sloppy appearance. Removing weeds improves yard aesthetics. The yard's appearance improved significantly.,Weeds were not the primary cause. Other factors worsened the yard. The yard's appearance did not improve.
202,I love to play baseball but I hate watching baseball.,I wish he would pass away already.,Baseball playing brings joy. Watching baseball causes frustration. The announcer prolongs the painful experience.,Baseball playing is enjoyable. Watching baseball is disliked. The game should simply end.
203,The Jones were looking forward to getting away.,Finally as the sun went down they packed up and headed home.,The Jones enjoyed a day away. The day concluded at sunset. The family departed for home.,The Jones planned a lengthy getaway. The sunset marked trip continuation. The family stayed overnight elsewhere.
204,"Cleo couldn't read, but she wanted to learn.","And finally one week, she read a whole story aloud to her club!",Cleo began learning to read. Cleo practiced reading consistently. Cleo successfully read a story.,Cleo lacked basic reading skills. Learning to read takes considerable time. Reading a whole story remained impossible.
205,I wanted to make cheese.,I then filtered the cheese curds out of the milk.,Cheese making requires curdling milk. Curds separate from liquid whey. The curds are filtered from the milk.,Cheese making requires curdling milk. Curds are pressed into a solid form. The milk is discarded without filtering.
206,Matty's cats kept scratching themselves.,They were completely healed after that.,Cats received treatment for scratching. The treatment successfully addressed the issue. The cats' condition fully resolved.,Scratching indicated a persistent skin condition. The condition likely worsened over time. The cats remained unwell.
207,The jones family went to the lake every summer.,Now every summer the Jones go to the lake and cry about their boat.,The Jones family tradition continues. The family lost a boat. The lake visit now involves mourning.,The Jones family tradition continues unchanged. The lake visits remain joyful occasions. The family enjoys their boat.
208,I always liked the idea of swimming on New Year's Day.,The water was cold but we enjoyed ourselves.,New Year's Day swimming occurred. The water temperature was low. Enjoyment was still experienced.,New Year's Day swimming occurred. The water temperature was low. Enjoyment was not experienced.
209,Gretchen the goat lived in the backyard of a sweet family.,Gretchen's family was devastated that the dogs almost killed Gretchen.,Dogs attacked Gretchen the goat. The sweet family loved Gretchen. The near loss caused great devastation.,The sweet family provided a safe backyard. No dogs were present near Gretchen. The family remained calm and unworried.
210,I woke up in the middle of the night.,I learned that I should always turn on the lights at night.,Waking up caused disorientation in the dark. Navigating without light led to a minor accident. This experience taught a necessary safety practice.,Waking up was due to a loud noise outside. Investigating found nothing of concern. Darkness provided no hindrance to the situation.
211,Ed came home one day to ride his horse.,"He was happy to find her in the field, playing!",Ed intended to ride the horse. The horse was found playing. This discovery brought happiness.,Ed intended to ride the horse. The horse was not in the field. This absence caused disappointment.
212,Pippa and George loved playing in mud puddles.,They were covered in mud from head to toe by the time they went in.,Playing in mud puddles involves direct contact. Mud puddles easily splash and spread. Full immersion leads to complete coverage.,Playing in mud puddles can be done carefully. Protective clothing can prevent splashes. Mud may only dirty hands and feet.
213,Joy's pastor asks her to sing at church.,"When the time comes for her to sing, Joy faints.",Joy feels immense pressure from the request. The pressure causes severe anxiety. Anxiety leads to fainting during the performance.,Joy feels excited about the opportunity. Excitement builds joyful anticipation. Anticipation results in a confident performance.
214,My brothers and I were sharing a pizza.,I ate a hamburger.,Sharing a pizza involves eating food. A hamburger is a type of food. Therefore a hamburger was consumed.,Sharing a pizza means eating pizza. Pizza is not a hamburger. Therefore a different food was eaten.
215,Tara slammed the front door behind her.,"Instead of yelling at her, they hugged her, glad she was okay.","Tara's action showed distress. Her family was worried about her safety. Relief overcame anger, prompting a hug.","Tara's action showed disrespect. Her family was angry at the noise. Anger prompted a scolding, not affection."
216,When Mary visited I wanted to treat her to a Gondola ride.,We had a beautiful sunset Gondola ride that evening.,The planned Gondola ride occurred at sunset. The evening ride was beautiful. The experience matched the initial intention.,The planned Gondola ride did not happen. Evening weather prevented a sunset view. The ride was not beautiful.
217,Jeff took a pen out of his junk drawer to write a check.,He wrote ten checks with the red pen.,The pen taken was red. Jeff wrote multiple checks. He wrote ten of them.,The pen taken was not red. Jeff wrote only one check. He did not write ten.
218,Amy was watching a show at her friend's house.,Amy couldn't remember the channel and missed the show finish.,Amy left her friend's house. Amy forgot the show's channel number. Amy missed the show's ending.,Amy stayed at her friend's house. Amy continued watching the show. Amy saw the show's conclusion.
219,I didn't date a single growing up.,We've now been together for four Years and three months.,No dating occurred in youth. A relationship started later. That relationship has lasted over four years.,No dating occurred in youth. No relationship was ever formed. The couple has not been together long.
220,Ira went to the store to buy something to eat.,Ira ate the small crumbs and counted them as chip number 64.,Ira purchased a bag of chips. The bag contained many small crumbs. Ira consumed the crumbs as the sixty-fourth chip.,Ira purchased a loaf of bread. Ira ate the bread for a meal. The meal left no crumbs to be counted.
221,Jim was not one to follow the laws strictly.,"The officer issued a citation to Jim, one that cost him thousands.",Jim likely committed a serious traffic violation. The officer observed this violation. The resulting citation carried a heavy fine.,Jim avoided detection for any legal infractions. No officer observed unlawful behavior. Jim faced no financial penalties.
222,Diana cleans offices buildings for a living.,She ate a huge lunch.,Cleaning work requires significant physical energy. Physical labor increases appetite. A laborer likely consumed a large meal.,Office cleaning is often done at night. Night workers may have irregular eating schedules. A large lunch might not have been eaten.
223,Bobby was having a birthday party.,Bobby had a good party.,Friends attended the party. Everyone enjoyed the celebration. Bobby had a good party.,The party faced unexpected problems. Many guests left early. Bobby had a disappointing party.
224,George wanted his own house but did not have the money to buy one.,Three years later George drove to his land to live in his own house.,George saved money for three years. George bought land and built a house. George then drove to the new property.,George never acquired sufficient funds. The land remained empty and undeveloped. George drove to visit the vacant lot.
225,A child threw a rock at a wasp's nest.,"The child went happily home, having learned no moral lesson.",The wasps likely became angry. The child escaped without being stung. The child felt no remorse.,The wasps swarmed and stung the child. The child felt pain and regret. The child learned a valuable lesson.
226,Jim wanted to visit family in his hometown.,"Jim stayed home to care for her, making plans for his next attempt.",Jim's travel was interrupted by an urgent need. He provided necessary care at home. Future travel plans were then arranged.,Jim proceeded with the intended hometown visit. The trip was completed successfully. No immediate need for another attempt existed.
227,Tim was going to his graphic design class.,Tim borrowed the charger and finished the presentation.,Graphic design class requires digital presentations. Tim's laptop needed charging. Tim borrowed a charger and completed the work.,Graphic design class involves hands-on sketching. Tim's laptop battery was full. Tim sketched the presentation without a charger.
228,Johnny was a punk rocker.,The cops shot them.,Johnny attended a protest. Police confronted the protesters. Officers fired at the crowd.,Johnny played music at home. Police protect citizens from harm. Law enforcement avoids using weapons.
229,Nicholas came to me one day.,He agreed.,Nicholas initiated a conversation. A proposal was made. Nicholas accepted the proposal.,Nicholas initiated a conversation. A proposal was made. Nicholas rejected the proposal.
230,James is sick of paying the expense of marketing campaigns.,James is happy they cost much less than buying advertisements.,Marketing campaigns are expensive. They cost less than advertisements. This lower cost brings happiness.,Marketing campaigns are expensive expenses. Advertisements are even more costly. High costs cause unhappiness.
231,Two friends were debating who were society's heroes.,He said parents were the only ones who weren't paid for their heroism.,A friend argued about society's heroes. He identified parents as heroes. He noted their unpaid heroism.,A friend considered various societal heroes. Many heroes receive no payment. Parents are not the sole unpaid heroes.
232,Pat and Lindsay had been together for 10 years.,Lindsay said yes.,Pat proposed to Lindsay after a decade. Lindsay accepted the marriage proposal. The answer was affirmative.,Pat proposed to Lindsay after a decade. Lindsay declined the marriage proposal. The answer was negative.
233,Fred wanted to do marathons just like his dad did.,His dad was very proud of him.,Fred's dad had marathon experience. Fred emulated his father's activity. This imitation pleased Fred's dad greatly.,Fred's aspiration remained only a desire. The father's past activity was independent. No accomplishment occurred to inspire pride.
234,Rick told his friends that he hated camping.,Rick petted the snake happily.,Rick encountered a snake while camping. Rick overcame his hatred of camping. Rick petted the snake happily.,Rick's hatred of camping kept him indoors. Rick avoided outdoor activities with animals. Rick did not pet the snake happily.
235,Brody fell off his bike.,A doctor fixed him up.,Brody sustained injuries from the fall. Injuries required medical treatment. A doctor provided necessary medical care.,Brody sustained no injuries from the fall. No medical treatment was required. Brody recovered independently.
236,We lived in the city when we got married in 1981.,After a while the three birds flew off.,A city park had three birds. The birds rested for some time. Then the birds departed.,The city apartment had no birds. The married couple disliked animals. The birds remained nearby.
237,Jane needed a new kidney.,Jane was very thankful of Bob's generosity.,Bob donated a kidney to Jane. Jane received a life-saving organ. This act inspired deep gratitude.,Bob refused to help Jane. Jane sought a donor elsewhere. This created distance between them.
238,Keenan liked to laugh.,It was just what he needed.,Laughter brought Keenan joy. Joy fulfilled a personal need. This fulfillment was precisely necessary.,Laughter was a casual preference. Preferences are not always needs. The laughter was unnecessary.
239,Lucy was waiting for a train.,Lucy left the station aboard the train.,A train arrived at the station. Lucy boarded the train. The train departed from the station.,The train was cancelled. Lucy gave up waiting. Lucy exited the station on foot.
240,Kelly was warned of wind speeds today before she went to school.,She could have gotten hurt and learned her lesson.,High winds can cause dangerous flying debris. Ignoring warnings leads to potential injury. Experiencing danger teaches caution.,Warnings allow for preparation and safe behavior. Avoiding hazards prevents any physical harm. Safety means no lesson is needed.
241,Lucy was making the biscuits for dinner by herself.,"Lucy moved slowly, but she burned her arm on the oven door.",Biscuits require oven use. Oven doors can be very hot. Slow movement still risks accidental contact.,Making biscuits alone allows careful focus. Oven doors are often handled safely. No burn necessarily occurs.
242,Jordan loves vanilla scented candles.,She burns it every day.,Jordan enjoys the vanilla scent. Candles are for burning. Daily use is likely.,Love does not require action. Candles can be saved. Burning daily is wasteful.
243,Becky wanted to impress her pals.,She walked along the road picking up rocks to fill the spaces.,Becky sought an impressive activity. Collecting rocks became the chosen task. Rocks filled available spaces along the road.,Impressing pals required a different approach. Becky decided to avoid roadside items. Spaces remained empty without any rocks.
244,Rita wanted to do something special for her mom.,"Afterwards, her mother thanked Rita for being so thoughtful.",Rita planned a special surprise. The surprise delighted her mother. Mother expressed gratitude for the thoughtful act.,Rita's plan failed completely. Mother felt disappointed by the effort. No thanks were given for the attempt.
245,Craig had troubles with his spine.,Craig now goes there at least once a week.,Spine troubles require regular treatment. Treatment occurs at a medical facility. Craig attends this facility weekly.,Spine troubles may require surgery. Surgery is a one-time procedure. Recovery happens at home.
246,The football team had worked hard all season.,The crowd all stood up in their seats and applauded wildly.,Hard work led to a successful season finale. The team's victory was spectacular. The audience showed enthusiastic appreciation.,Hard work does not guarantee a good result. The team lost the final match. The crowd remained silent in disappointment.
247,Jill was adopted but had always wondered about her real mom.,Jill called her adoptive mom and thanked her for being her real mom.,Jill reflected on her adoptive mother's love. She recognized her adoptive mother's true role. Jill expressed gratitude for this maternal bond.,Jill's curiosity about her birth mother persisted. She sought answers from her biological family. Jill distanced herself from her adoptive parents.
248,We knew we needed to get a new laptop.,But we decided on a Mac because we thought it was best.,A new laptop was necessary. The Mac seemed the best option. The decision was for a Mac.,A new laptop was necessary. Other brands were considered superior. A different brand was chosen.
249,"One day, my computer mouse stopped working.",I was successful.,The broken mouse prevented computer use. Troubleshooting identified a simple fix. Applying the fix restored full functionality.,The broken mouse halted all computer work. No replacement was available immediately. Work remained incomplete and frustrating.
250,Emily was working on a painting.,She had ruined her painting with a huge stroke of white.,Emily applied a huge stroke of white. The white stroke damaged the artwork. The painting was ruined.,Emily carefully added a white highlight. The highlight improved the composition. The painting was enhanced.
251,A man was flying a hot air balloon and was high up.,He crawled out out the basket and was glad to be alive.,The balloon landed safely. The man exited the basket. Survival brought great relief.,The balloon remained dangerously high. No safe landing occurred. The basket was never exited.
252,Karen wanted everything to be perfect when she met her new in-laws.,"Turns out, his parents loved Chinese food most of all.",Karen prepared a special Chinese dinner. The meal was the highlight of the evening. His parents were delighted by the food.,Karen prepared a traditional home-cooked meal. The meal was not to their taste. His parents preferred other cuisines.
253,JoAnne stopped at the store on her way to work.,JoAnne then took the entire day off work.,Stopping suggests a delay. A delay can cause lateness. Lateness sometimes leads to taking leave.,Stopping is part of a commute. The commute implies going to work. Work attendance contradicts taking leave.
254,Jenny was driving down the road when suddenly another car hit her.,Jenny walked back into the hospital and shook the doctor's hand.,A car accident caused injuries. Medical treatment was required at a hospital. Recovery allowed Jenny to thank the doctor.,The car crash resulted in severe trauma. Jenny remained unconscious from the impact. Medical staff pronounced Jenny deceased at the scene.
255,Frannie was on a flight.,"Luckily, the attendants helped her to clean up.",A spill occurred during the flight. Flight attendants addressed the situation. The assistance resolved the mess.,The flight proceeded without incident. No assistance was required from the crew. The journey concluded smoothly.
256,Amy was going to Walgreen's one night.,Amy hadn't seen anyone go in the store so she kept the cash.,Amy arrived at the store at night. The store appeared empty and unattended. Amy decided to take the money.,Amy arrived to find the store open. An employee was present behind the counter. Amy paid for her items.
257,Michael needed a new friend.,Michael regretted ever meeting him.,Michael met a new person. This person caused Michael great pain. Michael felt deep sorrow about the encounter.,Michael met a wonderful new companion. This companion brought Michael much joy. Michael cherished their friendship deeply.
258,It was the first snow of the winter.,Bob was disappointed when it melted the next morning.,First snow brings excitement. Snow melted quickly. Bob felt disappointment.,First snow is often fleeting. Melting is expected. Bob accepted the change.
259,Charles had a job making sixteen dollars per hour when he moved in.,His landlord gave him the letter along with an eviction notice.,Charles lost the job. Rent payments became impossible. Landlord issued a letter and notice.,Charles kept the well-paying job. Rent was paid consistently. No letter or notice was issued.
260,Sal grew corn in his field.,Sal had made his own popcorn!,Corn can be dried into popcorn kernels. Kernels are heated to make popcorn. Sal used his corn for popcorn.,Corn requires processing into popcorn kernels. Processing needs specific equipment. Sal may not have processed the corn.
261,We had been staying with my aunt and uncle.,She moved in with him and I moved in with my grandparents.,The aunt moved in with the uncle. The narrator moved elsewhere. The narrator moved in with grandparents.,The family unit remained together. No relocation occurred for anyone. Everyone continued staying together.
262,Lucy needed a new case.,She couldn't have been happier.,Lucy found a perfect new case. This case met all her needs. The purchase brought immense joy.,Lucy's search for a case failed. No suitable case was available. This resulted in disappointment.
263,Sheila was determined to have the wedding of her dreams.,All of her guest were very impressed with wedding.,Determination leads to meticulous planning. A dream wedding creates a wonderful experience. Guests appreciate wonderful experiences.,Determination can cause excessive focus on details. Excessive focus may overlook guest comfort. Overlooked comfort leads to disappointment.
264,"One morning, Joe was driving to work.","Unfortunately, Joe had to buy a new car.",The car experienced a sudden mechanical failure. Repair costs were prohibitively high. A new vehicle purchase became necessary.,The drive to work was completely uneventful. The car performed reliably as usual. The existing vehicle remained perfectly functional.
265,Sue had lost her wedding ring.,He had seen it lying on the walkway outside.,Sue's ring was missing. Someone discovered the lost item. That person observed the ring outdoors.,Sue's ring was missing. The ring remained unfound anywhere. No one spotted the ring outside.
266,It was Ariana's birthday and she decided to go to Miami.,Ariana couldn't wait to go back.,Ariana enjoyed the Miami birthday trip. The experience was very positive. Ariana eagerly anticipates returning.,Ariana found the Miami trip disappointing. The birthday experience was unpleasant. Ariana has no desire to return.
267,I took my dog to the park the other day.,Eventually his owner came and restrained him.,The dog behaved poorly at the park. The owner arrived to control the situation. The owner restrained the dog.,The dog behaved well at the park. The owner never arrived to intervene. The dog remained unrestrained.
268,It was late and Gina and her family were going home.,It was odd to see those buildings on the same block.,The route home passed familiar city blocks. Certain buildings were unexpectedly juxtaposed. This unusual arrangement created a sense of oddity.,The late hour limited visibility of surroundings. Common architectural styles blended together. This typical scene appeared completely normal.
269,Tom and Jerry were riding their bikes.,It was a horrible 3 hours for them.,The bike ride lasted three hours. The ride involved many accidents and difficulties. The experience was extremely unpleasant.,The bike ride lasted three hours. The weather was perfect and scenic. The experience was enjoyable and fun.
270,Marya had misplaced her house keys.,Behind her were her keys on the braided rug.,Marya searched for the misplaced keys. The braided rug was behind Marya. The keys were found on that rug.,Misplaced keys are often lost outside. Searching inside yields no results. The keys remain unfound on any rug.
271,Marc made chicken for dinner.,"However, it was delicious, so they didn't mind.",The chicken was delicious. The taste was pleasing. The dinner was enjoyable.,The chicken was poorly prepared. The taste was unpleasant. The dinner was disappointing.
272,Susie was running late for work.,Her dog had taken it outside.,Susie needed her work keys. The keys were missing from inside. The dog moved the keys outdoors.,Susie needed her work bag. The bag remained on the kitchen counter. The bag was never taken outside.
273,A sign painter was hired for work at a fine dining restaurant.,The guest just assumed that it was a French spelling and kept walking.,The painter created a sign with unusual spelling. The guest saw the sign's text. The assumption led to continued walking.,The painter corrected a misspelling on the menu. The guest noticed the accurate spelling. The guest stopped to admire the work.
274,Yesterday Kelly went out to eat.,She did not leave a tip and never wanted to return.,Kelly had a bad dining experience. The service was poor and food was unsatisfactory. This resulted in no tip and no desire to return.,Kelly enjoyed the meal and service. The restaurant was pleasant and welcoming. This led to leaving a tip and planning a return visit.
275,Stephanie always wanted to get the best scoop.,Her crew found out it was her birthday and offered her a big scoop.,Stephanie's crew discovered her birthday. The crew wanted to celebrate Stephanie. The celebration involved offering a big scoop.,Stephanie's crew remained unaware of the birthday. The crew focused on other assignments. A big scoop was offered to someone else.
276,Tanya went to the barber for a haircut and picked out an outfit.,The photographer took a picture of her smiling.,Tanya prepared for a special occasion. A photographer documented the event. The captured image showed Tanya smiling.,Tanya prepared for a private day. No photographer was present. The event had no photographic documentation.
277,Gina had been bullied during recess.,"She knew that was why she had been the victim, and not the new boy",Bullying targeted Gina specifically. Gina understood the bullying's cause. The new boy was not the victim.,Bullying occurred during recess. The cause remained unclear to Gina. The new boy might have been targeted.
278,Matt wanted to be an action hero like in the movies.,"In his attempt to save the day, he was shot and killed.",Matt attempted a heroic rescue. This dangerous situation involved gunfire. The rescue resulted in a fatal shooting.,Matt trained extensively for safety. All heroic actions concluded successfully. No dangerous incidents occurred.
279,Today was the day Hannah began her new job.,Hannah decided she loved her new job.,Hannah's first day went very well. The work environment felt welcoming and engaging. This positive experience led to a loving decision.,Hannah's first day encountered multiple problems. The tasks felt overwhelming and unpleasant. This negative experience prevented a loving decision.
280,Steve wanted to fly planes.,He was happy that his dreams came true!,Steve achieved his goal of flying planes. Achieving goals brings satisfaction. Satisfaction leads to happiness.,Steve never became a pilot. Unfulfilled dreams cause disappointment. Disappointment leads to unhappiness.
281,Katie's class took a trip to the zoo today.,The trip to the zoo was a success and Katie can't wait to go back.,The class enjoyed the zoo exhibits. Katie had a wonderful experience. The trip motivates a future return.,The zoo visit was poorly organized. Katie found the trip boring. The experience discourages a repeat visit.
282,Sandra's best friend was her horse Charlie.,Sandra used medicine given to her by the doctor to help Charlie.,Sandra cares deeply for Charlie. A doctor provided medicine to Sandra. Sandra administered the medicine to Charlie.,Sandra's best friend was a horse. Doctors typically treat people. The horse received no medicine from Sandra.
283,Lina wanted to fry donuts.,Lina hated donuts.,Lina desired to cook fried pastries. Cooking suggests a possible dislike of eating. This desire could stem from hatred of donuts.,Lina desired to cook fried pastries. Cooking often indicates personal enjoyment. This desire suggests Lina liked donuts.
284,There was a stray dog in the city.,She took the dog home and kept him.,A woman found the stray dog. The woman brought the dog home. The woman decided to keep the dog.,A woman saw the stray dog. The woman called animal control. The dog was taken to a shelter.
285,One day Lulu was bored.,Her friends ended up loving it.,Lulu decided to plan a fun activity. The activity was a great success. Lulu's friends enjoyed the activity immensely.,Lulu decided to stay home alone. The day passed without any events. Lulu's friends never experienced anything.
286,Joan was impatient with the line at airport security.,She watched embarrassed as a mountain of coins was dumped out.,Impatience leads to rushing through security. Rushing causes belongings to spill. Spilled coins create an embarrassing scene.,Impatience can make someone avoid the line. Avoiding security prevents any baggage check. No coins are spilled or seen.
287,Mike didn't study for a test.,The teacher was very disappointed.,Mike performed poorly on the test. The teacher expected better results. This caused great disappointment.,Mike performed exceptionally well regardless. The teacher was pleasantly surprised. This caused great satisfaction.
288,Stacy's mom had broke her leg in a fall.,Stacy felt better now since she'd helped her mom in some small way.,Stacy's mom needed assistance. Stacy provided helpful support. This support improved Stacy's emotional state.,Stacy's mom suffered a serious injury. Stacy's help was insufficient. Stacy remained distressed and unwell.
289,Lucy and her grandma went to the mall.,Lucy rode home in silence upset she didn't get to pick her own shoes.,Grandma chose shoes for Lucy. Lucy disagreed with the choice. Lucy was upset during the quiet ride.,Grandma and Lucy agreed on shoe selection. Lucy was happy with the purchase. Lucy chatted happily during the drive.
290,"Mike was a successful writer, but had gotten sick of writing.","Mike decided to go back to writing, and said sorry to his fans.",Mike missed his creative work. Mike rekindled a passion for storytelling. Mike returned and apologized to supporters.,Mike remained tired of his profession. Mike pursued a different career entirely. Mike never contacted previous readers again.
291,Dan looked at the two sinks full of dishes in despair.,After that it was easy and he cleared both sinks in short order.,Despair turned into determined action. A systematic approach simplified the task. The dishes were cleaned quickly.,The overwhelming despair caused inaction. The sinks remained completely full. The dishes were never cleared.
292,America had spent years embroiled in the Vietnam War.,"When she finally joined the protesters, she was glad to be there.",The war caused widespread public opposition. Protesters gathered to demand its end. Joining them brought a sense of relief.,The war had strong support from many citizens. Protesters were often viewed as unpatriotic. Joining them caused feelings of regret.
293,Sal had a toga party with his friends.,"Sal tried to think of a witty retort, but failed.",A toga party involves social conversation. Banter often requires witty remarks. Sal attempted but could not produce one.,A toga party is a festive celebration. Such events focus on fun and relaxation. Sal enjoyed the party without any difficulty.
294,Jerry was an award winning guitar player.,Jerry continued playing the show with a replacement guitar.,An award winner is dedicated to performance. A guitar might break during a show. A professional musician uses available instruments.,Award winners may have many guitars. A broken guitar could end a performance. Some musicians refuse to use unfamiliar equipment.
295,Annie was the top gymnast in her class.,She was very happy with the teacher.,Top gymnasts often receive excellent coaching. Good coaching leads to student satisfaction. Annie's success indicates a positive relationship.,Top performance can create immense pressure. Pressure may cause conflict with instructors. High achievement sometimes leads to discontent.
296,The alarm bell rang in the firehouse.,The fire trucks raced towards the fire.,The alarm signals an emergency. Firefighters respond to alarms. Fire trucks depart for the emergency location.,The alarm could indicate a drill. Fire trucks might remain in station. Fire trucks await further instructions.
297,Ana had witnessed a crime.,"Reassured, Ana went and testified.",Ana felt safe to share information. Ana decided to provide an account. Ana gave testimony in court.,Ana felt too afraid to speak. Ana chose to remain silent. Ana avoided legal proceedings.
298,Candy woke up excited because it was her birthday.,She is very happy no one gave her gifts.,Candy values experiences over material items. Birthday excitement stems from personal celebration. Happiness comes from no gift expectations.,Birthday excitement often involves receiving gifts. Gifts are a common expression of affection. Absence of gifts typically causes disappointment.
299,Wilfred wanted to throw a BBQ for all of his friends and neighbors.,The barbecue continued inside the house and everyone had fun.,Rain forced the party to move indoors. The indoor setup was enjoyable. Guests had a great time.,The barbecue was held outside as planned. Weather remained perfect all evening. The event concluded outdoors successfully.
300,Jason's girlfriend wants him to grow a beard.,Both Jason and his girlfriend are happy.,Jason grows a beard. This pleases his girlfriend. Both become happy.,Jason refuses to grow a beard. This disappoints his girlfriend. Both become unhappy.
